,imdb_title_id,title,year,genre,duration,country,language,director,production_company,budget,usa_gross_income,worlwide_gross_income,Real GDP (trillions $),GDP Growth Rate %
125,tt0101775,Drop Dead Fred,1991,"Comedy, Drama, Fantasy",103,"USA, UK",English,Ate de Jong,PolyGram Filmed Entertainment,6788000,13878334,13878334,9.355,-0.1
126,tt0101786,Dutch,1991,"Comedy, Drama",107,USA,English,Peter Faiman,Twentieth Century Fox,17000000,4603929,4603929,9.355,-0.1
127,tt0101787,Dying Young,1991,"Drama, Romance",111,USA,English,Joel Schumacher,Fogwood Films,18000000,33669178,82264675,9.355,-0.1
128,tt0101831,Eve of Destruction,1991,"Action, Sci-Fi, Thriller",99,USA,English,Duncan Gibbins,Nelson Entertainment,13000000,5451119,5451119,9.355,-0.1
129,tt0101846,F/X2,1991,"Action, Thriller",108,USA,English,Richard Franklin,Orion Pictures,16400000,21082165,21082165,9.355,-0.1
130,tt0101889,The Fisher King,1991,"Comedy, Drama, Fantasy",137,USA,English,Terry Gilliam,TriStar Pictures,24000000,41895491,41895491,9.355,-0.1
131,tt0101902,For the Boys,1991,"Comedy, Drama, Music",138,USA,English,Mark Rydell,All Girl Productions,40000000,17860280,23202444,9.355,-0.1
132,tt0101912,Frankie and Johnny,1991,"Comedy, Drama, Romance",118,USA,English,Garry Marshall,Paramount Pictures,29000000,22773535,22773535,9.355,-0.1
133,tt0101917,Freddy's Dead: The Final Nightmare,1991,"Fantasy, Horror",89,USA,English,Rachel Talalay,New Line Cinema,11000000,34872033,34872033,9.355,-0.1
134,tt0101921,Fried Green Tomatoes,1991,Drama,130,USA,English,Jon Avnet,Universal Pictures,11000000,82418501,119418501,9.355,-0.1
135,tt0101998,Hangin' with the Homeboys,1991,"Comedy, Drama",88,USA,English,Joseph B. Vasquez,Juno Pix,1900000,532933,532933,9.355,-0.1
136,tt0102005,Harley Davidson and the Marlboro Man,1991,"Action, Crime, Drama",98,USA,English,Simon Wincer,Krisjair,23000000,7434726,7434726,9.355,-0.1
137,tt0102032,High Strung,1992,Comedy,93,USA,English,Roger Nygard,Film Brigade,300000,904,904,9.685,3.5
138,tt0102057,Hook,1991,"Adventure, Comedy, Family",142,USA,English,Steven Spielberg,Amblin Entertainment,70000000,119654823,300854823,9.355,-0.1
139,tt0102059,Hot Shots!,1991,"Action, Comedy",84,USA,English,Jim Abrahams,Twentieth Century Fox,26000000,69467617,181096164,9.355,-0.1
140,tt0102065,House Party 2,1991,"Comedy, Drama, Music",94,USA,English,"George Jackson, Doug McHenry","Jackson/McHenry Company,The",5000000,19438638,19438638,9.355,-0.1
141,tt0102070,Hudson Hawk,1991,"Action, Adventure, Comedy",100,USA,"English, Italian",Michael Lehmann,TriStar Pictures,65000000,17218080,17218080,9.355,-0.1
142,tt0102116,The Indian Runner,1991,Drama,127,"USA, Japan",English,Sean Penn,Columbia Pictures,7000000,191125,191125,9.355,-0.1
143,tt0102138,JFK,1991,"Drama, History, Thriller",189,"France, USA","English, Spanish",Oliver Stone,Warner Bros.,40000000,70405498,205405498,9.355,-0.1
144,tt0102175,Jungle Fever,1991,"Drama, Romance",132,USA,English,Spike Lee,Universal Pictures,14000000,32482682,43882682,9.355,-0.1
145,tt0102181,Kafka,1991,"Drama, Mystery, Sci-Fi",98,"France, USA",English,Steven Soderbergh,Baltimore Pictures,11000000,1059071,1059071,9.355,-0.1
146,tt0102220,A Kiss Before Dying,1991,"Crime, Drama, Mystery",94,"UK, USA",English,James Dearden,Universal Pictures,15000000,15429177,15429177,9.355,-0.1
147,tt0102266,The Last Boy Scout,1991,"Action, Comedy, Crime",105,USA,English,Tony Scott,Geffen Pictures,29000000,59509925,59509925,9.355,-0.1
148,tt0102279,Late for Dinner,1991,"Drama, Sci-Fi",99,USA,English,W.D. Richter,Castle Rock Entertainment,14000000,8906823,8906823,9.355,-0.1
149,tt0102303,Life Stinks,1991,Comedy,92,USA,"English, Spanish",Mel Brooks,Brooksfilms,13000000,4102526,4102526,9.355,-0.1
150,tt0102307,Light Sleeper,1992,"Crime, Drama",103,USA,English,Paul Schrader,Carolco Pictures,5000000,1050861,1055987,9.685,3.5
151,tt0102316,Little Man Tate,1991,Drama,99,USA,"English, French",Jodie Foster,Orion Pictures,10000000,25010896,25010896,9.355,-0.1
152,tt0102395,Mannequin: On the Move,1991,"Comedy, Fantasy, Romance",95,USA,English,Stewart Raffill,Gladden Entertainment,13000000,3752428,3752428,9.355,-0.1
153,tt0102411,The Marrying Man,1991,"Comedy, Music, Romance",115,USA,English,Jerry Rees,Hollywood Pictures,26000000,12454768,12454768,9.355,-0.1
154,tt0102443,A Midnight Clear,1992,"Drama, War",108,USA,English,Keith Gordon,A&M Films,5000000,1526697,1526697,9.685,3.5
155,tt0102460,Mobsters,1991,"Crime, Drama",104,USA,English,Michael Karbelnikoff,Universal Pictures,23000000,20246790,20246790,9.355,-0.1
156,tt0102469,Mortal Thoughts,1991,"Mystery, Thriller",103,USA,English,Alan Rudolph,Columbia Pictures,8000000,18784957,18784957,9.355,-0.1
157,tt0102492,My Girl,1991,"Comedy, Drama, Family",102,USA,English,Howard Zieff,Columbia Pictures,17000000,59489799,59489799,9.355,-0.1
158,tt0102494,My Own Private Idaho,1991,Drama,104,USA,"English, Italian, German",Gus Van Sant,,2500000,6401336,6401336,9.355,-0.1
159,tt0102500,Mystery Date,1991,"Comedy, Crime, Romance",97,USA,English,Jonathan Wacks,Orion Pictures,10000000,6166819,6166819,9.355,-0.1
160,tt0102510,The Naked Gun 2Ä‚â€šĂ‹ĹĄ: The Smell of Fear,1991,"Comedy, Crime",85,USA,English,David Zucker,Paramount Pictures,23000000,86930411,86930411,9.355,-0.1
161,tt0102517,Necessary Roughness,1991,"Comedy, Sport",108,USA,English,Stan Dragoti,Paramount Pictures,13500000,26255594,26255594,9.355,-0.1
162,tt0102526,New Jack City,1991,"Action, Crime, Drama",97,USA,English,Mario Van Peebles,Warner Bros.,8000000,47624353,47624353,9.355,-0.1
163,tt0102536,Night on Earth,1991,"Comedy, Drama",129,"France, UK, Germany, USA, Japan","English, French, Finnish, Italian, German",Jim Jarmusch,Victor Company of Japan (JVC),3500000,2015810,2023808,9.355,-0.1
164,tt0102558,Nothing But Trouble,1991,Comedy,94,USA,English,Dan Aykroyd,Applied Action,40000000,8479793,8479793,9.355,-0.1
165,tt0102590,Once Around,1991,"Comedy, Drama, Romance",115,USA,English,Lasse HallstrĂ„â€šĂ‚Â¶m,Cinecom Entertainment Group,16000000,14851083,14851083,9.355,-0.1
166,tt0102593,One Good Cop,1991,"Action, Crime, Drama",114,USA,English,Heywood Gould,Hollywood Pictures,4000000,11276846,11276846,9.355,-0.1
167,tt0102603,Oscar,1991,"Comedy, Crime",109,USA,"English, Italian",John Landis,Joseph S. Vecchio Entertainment,35000000,23562716,23562716,9.355,-0.1
168,tt0102614,Out for Justice,1991,"Action, Crime, Drama",91,USA,"English, Italian, Spanish",John Flynn,Arnold Kopelson Productions,14000000,39673161,39673161,9.355,-0.1
169,tt0102655,The Perfect Weapon,1991,"Action, Crime, Drama",83,USA,"English, Korean",Mark DiSalle,Paramount Pictures,10000000,14061361,14061361,9.355,-0.1
170,tt0102685,Point Break,1991,"Action, Crime, Thriller",122,"Japan, USA",English,Kathryn Bigelow,Largo Entertainment,24000000,43218387,83531958,9.355,-0.1
171,tt0102687,Poison,1991,"Drama, Horror, Romance",85,USA,English,Todd Haynes,Bronze Eye Productions,250000,787280,787280,9.355,-0.1
172,tt0102713,The Prince of Tides,1991,"Drama, Romance",132,USA,English,Barbra Streisand,Columbia Pictures,30000000,74787599,74787599,9.355,-0.1
173,tt0102719,Problem Child 2,1991,"Comedy, Family",90,USA,English,Brian Levant,Universal Pictures,15000000,25104700,32704700,9.355,-0.1
